fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,weight_class_rank,gender,result,result_details,finish_round,finish_time,fight_url
5435,510,"Kevin MacDonald",778,143,143,3,F,"Light Heavyweight",11,M,KO/TKO,"Punches to Head At Distance",1,0:38,http://ufcstats.com/fight-details/f5b49f4c5a27e53b
5436,510,"Dan Miragliotta",3495,1066,3495,3,F,"Women's Featherweight",4,F,KO/TKO,"Punches to Head From Mount",1,3:37,http://ufcstats.com/fight-details/8a85dffa80e6c7bd
5437,510,"Dan Miragliotta",298,1102,1102,5,F,Flyweight,5,M,KO/TKO,"Punch to Head At Distance
      Non-title fight for Figueiredo; missed weight",2,1:54,http://ufcstats.com/fight-details/e8219ea7da46f67f
5438,511,"Chris Tognoni",796,539,796,3,F,Bantamweight,6,M,KO/TKO,"Punch to Head At Distance",1,3:01,http://ufcstats.com/fight-details/467e08195b29e857
5439,511,"Mark Smith",624,1013,624,3,F,Featherweight,7,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/daa38964824f1b9f
5440,511,"Keith Peterson",2338,3953,2338,3,F,Middleweight,10,M,Submission,"Rear Naked Choke",3,2:13,http://ufcstats.com/fight-details/d671f436fab2a252
5441,511,"Jason Herzog",3822,3168,3822,3,F,Middleweight,10,M,Submission,"Arm Triangle From Mount",1,2:58,http://ufcstats.com/fight-details/a70c43cafabc73c3
5442,511,"Chris Tognoni",2157,1605,2157,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/60c441c5838dfac2
5443,511,"Dan Miragliotta",2652,2942,2652,3,F,Bantamweight,6,M,KO/TKO,"Punches to Head On Ground",1,2:02,http://ufcstats.com/fight-details/cd258394e8d58d04
5444,511,"Mark Smith",2680,1375,2680,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/4d607b6ddc77a34c
5445,511,"Keith Peterson",2167,2056,2167,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d66a8591af39ca7b
5446,511,"Jason Herzog",806,1885,806,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",2,1:00,http://ufcstats.com/fight-details/891470d896b1de5a
5447,511,"Keith Peterson",4049,1695,4049,5,T,"Women's Strawweight",1,F,Decision,Split,5,5:00,http://ufcstats.com/fight-details/cf0a6466b762c668
5448,511,"Dan Miragliotta",19,3113,19,5,T,Middleweight,10,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/b46f2f007b622bce
5449,512,"Mike Beltran",1449,2193,2193,3,F,"Women's Bantamweight",3,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ef526567c4dcf371
5450,512,"Julio Catarino",3385,966,966,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1a2d13834696c4ab
5451,512,"Camila Albuquerque",3383,2482,2482,3,F,"Women's Flyweight",2,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2a1826612a7d739c
5452,512,"Osiris Maia",,1930,,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9fc6aba53508dc48
5453,512,"Camila Albuquerque",3016,2218,3016,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ea303a8e6e31f264
5454,512,"Eduardo Herdy",1142,2475,2475,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b3c74554c871fbf8
5455,512,"Osiris Maia",3709,2185,3709,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/dc45c8d70e256749
5456,512,"Mike Beltran",3855,1922,1922,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5bba49d88db7430f
5457,512,"Eduardo Herdy",2434,1417,2434,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",1,0:44,http://ufcstats.com/fight-details/c26a3f4c08333886
5458,512,"Osiris Maia",2180,486,486,3,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",1,2:34,http://ufcstats.com/fight-details/5cee1d8f1e43d6f5
5459,512,"Mike Beltran",2015,2677,2677,5,F,Lightweight,8,M,Submission,"Guillotine Choke After Drop to Half Guard",3,0:28,http://ufcstats.com/fight-details/e0b323dae5bf4c90
5460,513,"Dan Miragliotta",3490,108,3490,3,F,"Light Heavyweight",11,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/b70dfff154b135bf
5461,513,"Keith Peterson",2417,3123,2417,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/08244974cf39ae38
5462,513,"Jason Herzog",2130,2912,2130,3,F,Welterweight,9,M,"TKO - Doctor's Stoppage","",3,3:37,http://ufcstats.com/fight-details/3f810c3433dddb80
5463,513,"Dan Miragliotta",1038,3888,1038,3,F,"Women's Strawweight",1,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/f2520dd5457ab293
5464,513,"Herb Dean",2674,3907,2674,3,F,Heavyweight,12,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/593f3b051aa82b0f
5465,513,"Keith Peterson",2848,603,2848,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b9abcce29378e5cc
5466,513,"Herb Dean",1450,827,1450,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f0d4652f8edfbe6d
5467,513,"Jason Herzog",3527,1815,1815,3,F,Featherweight,7,M,KO/TKO,"Elbow to Head At Distance",2,2:49,http://ufcstats.com/fight-details/02f5621f480ad1d4
5468,513,"Dan Miragliotta",2594,3146,2594,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,0:20,http://ufcstats.com/fight-details/fcfaa28ed6888088
5469,513,"Keith Peterson",600,757,600,5,T,Bantamweight,6,M,KO/TKO,"Knee to Head At Distance",2,4:58,http://ufcstats.com/fight-details/4e77cc2c8d604241
5470,513,"Herb Dean",1083,1195,1195,5,T,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",5,3:39,http://ufcstats.com/fight-details/d395828f5cb045a5
5471,514,"Michael Cardoso",3338,3827,3338,3,F,Heavyweight,12,M,KO/TKO,"Elbow to Head In Clinch",2,0:49,http://ufcstats.com/fight-details/b2ca310c9d0037d3
5472,514,"Jason Herzog",212,1827,1827,3,F,Featherweight,7,M,KO/TKO,"Punch to Head At Distance",2,3:40,http://ufcstats.com/fight-details/3ce634d03af7e14c
5473,514,"Dan Miragliotta",302,2466,2466,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/918103d82ecbed75
5474,514,"Michael Cardoso",1048,2468,1048,3,F,"Women's Bantamweight",3,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fbbba3da4438cb04
5475,514,"Keith Peterson",1727,2435,2435,3,F,Lightweight,8,M,Submission,"Ankle Lock After Drop to Ground",2,0:25,http://ufcstats.com/fight-details/87f58feac6b50367
5476,514,"Herb Dean",165,2080,165,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/312946f6b72ebd51
5477,514,"",3403,381,3403,3,F,Bantamweight,6,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/3094e82731ec55e7
5478,514,"Herb Dean",1517,901,901,3,F,Lightweight,8,M,KO/TKO,"Punches to Head At Distance",2,4:25,http://ufcstats.com/fight-details/46c050a827ee83d6
5479,514,"Dan Miragliotta",3135,3172,3135,3,F,Heavyweight,12,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/394ae51820bedd4c
5480,514,"Jason Herzog",3437,3641,3641,5,F,"Light Heavyweight",11,M,KO/TKO,"Punches to Head From Mount",5,1:04,http://ufcstats.com/fight-details/8539c4b795d33a92
5481,515,"Dan Miragliotta",2561,2281,2561,3,F,Heavyweight,12,M,Submission,"Rear Naked Choke",2,2:05,http://ufcstats.com/fight-details/ebe122e962d26fa4
5482,515,"Michael Cardoso",581,3116,581,3,F,"Women's Flyweight",2,F,Submission,"Armbar From Bottom Guard",1,3:36,http://ufcstats.com/fight-details/906283a2adcbc3e0
5483,515,"Herb Dean",998,1964,1964,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f039c93516e48253
5484,515,"Keith Peterson",624,3053,624,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b1e66cea3a4d4709
5485,515,"Michael Cardoso",1518,1559,1559,3,F,Middleweight,10,M,KO/TKO,"Knees to Body In Clinch",1,0:39,http://ufcstats.com/fight-details/51461da4ba467901
5486,515,"Jason Herzog",443,218,218,3,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",2,0:18,http://ufcstats.com/fight-details/adac148ee6fa3bf7
5487,515,"Dan Miragliotta",3463,3804,3463,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/81f2f2d4b0302590
5488,515,"Herb Dean",122,1768,1768,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/821a1c6f5d7fab14
5489,515,"Jason Herzog",1627,243,1627,3,F,Featherweight,7,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/58540b24ed77d31b
5490,515,"Keith Peterson",1192,1541,1192,3,F,"Women's Strawweight",1,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/27bfb9205119f23b
5491,515,"Dan Miragliotta",2715,1458,2715,5,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Back Control",2,3:00,http://ufcstats.com/fight-details/ce0748519d5ea5c6
5492,516,"Jason Herzog",1410,2465,1410,3,F,Featherweight,7,M,KO/TKO,"Kick to Leg At Distance",2,4:27,http://ufcstats.com/fight-details/2300ad7f87080ad7
5493,516,"Chris Tognoni",3448,1837,1837,3,F,Bantamweight,6,M,Submission,"Guillotine Choke On Ground",1,3:03,http://ufcstats.com/fight-details/57dec2b07b75dada
5494,516,"Mark Smith",1001,3145,3145,3,F,Flyweight,5,M,Submission,"Arm Triangle From Side Control",2,3:18,http://ufcstats.com/fight-details/0170db5fad04e4d0
5495,516,"Mark Smith",3093,1370,3093,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/767819f321431bed
5496,516,"Chris Tognoni",634,3340,634,3,F,"Women's Flyweight",2,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a41384da70013373
5497,516,"Jason Herzog",864,643,864,3,F,"Women's Strawweight",1,F,Submission,"Kneebar From Bottom Guard",1,2:36,http://ufcstats.com/fight-details/3640defb8294bd37
5498,516,"Herb Dean",3070,3896,3070,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",2,3:26,http://ufcstats.com/fight-details/03e5127d4832750c
5499,516,"Mark Smith",2934,559,2934,3,F,"Catch Weight",,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1e9a2b197ebff074
5500,516,"Jason McCoy",1660,3175,3175,3,F,Heavyweight,12,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/a6743d41b0b95271
5501,516,"Herb Dean",3967,486,486,5,F,Welterweight,9,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/e9eab0fa03eecd9b
5502,517,"Chris Tognoni",956,488,488,3,F,"Catch Weight",,M,Submission,"Rear Naked Choke",1,1:20,http://ufcstats.com/fight-details/20ba608a6e717f05
5503,517,"Mark Smith",2358,653,653,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5fdf6611815efdfb
5504,517,"Keith Peterson",1142,2826,2826,3,F,Flyweight,5,M,KO/TKO,"Kick to Leg At Distance",1,4:06,http://ufcstats.com/fight-details/de4c4997f1429dd1
5505,517,"Herb Dean",506,2880,2880,3,F,Middleweight,10,M,KO/TKO,"Punches to Head On Ground",2,1:10,http://ufcstats.com/fight-details/1c7ea3928c7d0ad8
5506,517,"Mark Smith",3510,1827,3510,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c6ca435e24c5f4e4
5507,517,"Chris Tognoni",1493,2338,1493,3,F,Middleweight,10,M,KO/TKO,"Punch to Head At Distance",1,1:14,http://ufcstats.com/fight-details/6fe8bce03a46350b
5508,517,"Keith Peterson",511,1582,511,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f2cd665eab69876a
5509,517,"Herb Dean",3952,2652,2652,3,F,Bantamweight,6,M,KO/TKO,"Punch to Head At Distance",1,1:54,http://ufcstats.com/fight-details/58584ccd0f63e3f3
5510,517,"Mark Smith",2167,2237,2167,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8bede5047e97d602
5511,517,"Chris Tognoni",3528,3212,3528,3,F,Bantamweight,6,M,Submission,"Rear Naked Choke",1,1:28,http://ufcstats.com/fight-details/c03b6b6ce5d03276
5512,517,"Keith Peterson",192,1220,1220,3,F,Bantamweight,6,M,KO/TKO,"Punch to Head At Distance",2,4:59,http://ufcstats.com/fight-details/0ddf834a47533d15
5513,517,"Herb Dean",2638,3495,2638,5,T,"Women's Featherweight",4,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/dc38c78358e053c3
5514,518,"Dan Miragliotta",1661,29,29,3,F,Welterweight,9,M,KO/TKO,"Punches to Head At Distance",1,0:59,http://ufcstats.com/fight-details/58e72b1a38880ba9
5515,518,"Herb Dean",2554,18,2554,3,F,Bantamweight,6,M,KO/TKO,"Punch to Head At Distance",1,0:32,http://ufcstats.com/fight-details/dfbb110855354039
5516,518,"Chris Tognoni",204,2284,204,3,F,"Women's Bantamweight",3,F,KO/TKO,"Punches to Head In Clinch",1,0:22,http://ufcstats.com/fight-details/97125cd6a94b6394
5517,518,"Mark Smith",965,2111,965,3,F,"Catch Weight",,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/05061dd590c9eb34
5518,518,"Dan Miragliotta",22,643,22,3,F,"Women's Flyweight",2,F,Submission,"Rear Naked Choke",1,2:42,http://ufcstats.com/fight-details/7606d2f8d8b0e889
5519,518,"Herb Dean",1040,,1040,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e36b8b88646f72f8
5520,518,"Chris Tognoni",1108,1770,1108,3,F,Featherweight,7,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/cab532b4544580bd
5521,518,"Mark Smith",3123,27,3123,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/1109a8f2adc81ce0
5522,518,"Dan Miragliotta",3060,3812,3812,3,F,Middleweight,10,M,Submission,"Rear Naked Choke",1,4:17,http://ufcstats.com/fight-details/e857ca0bc3b9fdcd
5523,518,"Herb Dean",1058,518,518,5,F,"Women's Flyweight",2,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/b8b692aa2aae3310
5524,519,"Mark Smith",1605,3106,1605,3,F,Lightweight,8,M,"TKO - Doctor's Stoppage","",2,5:00,http://ufcstats.com/fight-details/d333a6c34ff16397
5525,519,"Chris Tognoni",2430,2524,2524,3,F,"Women's Flyweight",2,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/088b47d890b389e9
5526,519,"Herb Dean",520,1694,1694,3,F,Lightweight,8,M,KO/TKO,"Punches to Head At Distance",1,0:41,http://ufcstats.com/fight-details/7f0175f71481b63d
5527,519,"Jason Herzog",581,3072,3072,3,F,"Women's Flyweight",2,F,Submission,"Rear Naked Choke",3,4:36,http://ufcstats.com/fight-details/90715135a543b6e3
5528,519,"Mark Smith",3693,1144,3693,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1adee75d6c671cc8
5529,519,"Jason Herzog",1394,1368,1368,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d851cbbbdfd05a49
5530,519,"Herb Dean",2386,3070,2386,3,F,"Catch Weight",,M,Submission,"Armbar From Bottom Guard",1,2:25,http://ufcstats.com/fight-details/9b39e15b42422a08
5531,519,"Chris Tognoni",2501,1317,2501,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f00921c62315be96
5532,519,"Mark Smith",2810,3003,2810,3,F,"Women's Bantamweight",3,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8b9e9f283e76b429
5533,519,"Jason Herzog",1014,480,1014,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4f99b4a39925cb47
5534,519,"",352,3842,352,5,F,Heavyweight,12,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/0c3622569cd8062a
5535,520,"Herb Dean",1376,4035,4035,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0f369d09416b9e34
5536,520,"Keith Peterson",1442,1172,1442,3,F,"Women's Strawweight",1,F,Submission,"Armbar On Ground",3,2:26,http://ufcstats.com/fight-details/1b8d366ac0f110f3
5537,520,"Herb Dean",2080,388,388,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head At Distance",1,2:41,http://ufcstats.com/fight-details/75570ea2da94a4fb
5538,520,"Mark Smith",2800,3972,3972,3,F,Lightweight,8,M,Submission,"Guillotine Choke In Clinch",3,2:53,http://ufcstats.com/fight-details/9025e3c6b6d71253
5539,520,"Keith Peterson",3969,1028,1028,3,F,"Catch Weight",,M,Submission,"D'Arce Choke On Ground",3,2:44,http://ufcstats.com/fight-details/8a8fea2c10512434
5540,520,"Chris Tognoni",3262,3957,3262,3,F,Welterweight,9,M,KO/TKO,"Punches to Head On Ground",1,0:48,http://ufcstats.com/fight-details/67ed3ad521ef619c
5541,520,"Chris Tognoni",81,808,81,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/cfd47fddbb705f26
5542,520,"Mark Smith",3826,1371,1371,3,F,Heavyweight,12,M,Submission,"Arm Triangle From Bottom Half Guard",3,3:44,http://ufcstats.com/fight-details/9ce56acac775d386
5543,520,"Keith Peterson",2833,1203,2833,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f2d9814936a6eb35
5544,520,"Herb Dean",2884,1581,2884,5,F,Lightweight,8,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/f8dd1e75978a3957
5545,521,"Rich Mitchell",825,1359,1359,3,F,Bantamweight,6,M,KO/TKO,"Punch to Head At Distance",3,2:38,http://ufcstats.com/fight-details/5d6fb4acfe5cc8a1
5546,521,"Daniel Movahedi",3124,2350,3124,3,F,"Women's Bantamweight",3,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/08e48648e3504638
5547,521,"Leon Roberts",2732,4053,2732,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0e8d5c16eb9cb1cf
5548,521,"Herb Dean",3737,1381,3737,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/137646de0ffd9c35
5549,521,"Marc Goddard",3236,365,3236,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7c76c752c7abf2e0
5550,521,"Leon Roberts",118,1507,118,3,F,Featherweight,7,M,Submission,"Anaconda Choke On Ground",1,3:15,http://ufcstats.com/fight-details/159646a9d2ae8ea5
5551,521,"Herb Dean",,3187,3187,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/ce7cd2ec773bea7f
5552,521,"Marc Goddard",2661,2915,2915,3,F,"Light Heavyweight",11,M,KO/TKO,"Punch to Head At Distance",2,0:49,http://ufcstats.com/fight-details/cd8cdb539deaa47f
5553,521,"Rich Mitchell",3016,3781,3016,3,F,"Women's Flyweight",2,F,Submission,"Armbar From Back Control",1,2:21,http://ufcstats.com/fight-details/6e0c1faaf40caf9a
5554,521,"Daniel Movahedi",131,2555,2555,3,F,"Women's Strawweight",1,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/e16f42a666e163d8
5555,521,"Leon Roberts",3998,58,3998,5,T,Bantamweight,6,M,KO/TKO,"Punches to Head On Ground",5,3:24,http://ufcstats.com/fight-details/0f9be7ac405772f8
5556,521,"Herb Dean",3840,1561,3840,5,T,Featherweight,7,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/94b1596c6ff9a25d
5557,521,"Marc Goddard",3757,2261,3757,5,T,Welterweight,9,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/d292243c6499b2fe
5558,522,"Herb Dean",3354,2857,3354,3,F,Bantamweight,6,M,Submission,"Rear Naked Choke",2,2:29,http://ufcstats.com/fight-details/f3c42ce9fad55eb7
5559,522,"Rich Mitchell",290,1739,1739,3,F,"Women's Flyweight",2,F,Submission,"Armbar From Bottom Guard",1,2:43,http://ufcstats.com/fight-details/dccea04cc3567955
5560,522,"Marc Goddard",1323,1118,1323,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/819f51ef9d945a46
5561,522,"Daniel Movahedi",475,2371,475,3,F,"Light Heavyweight",11,M,KO/TKO,"to    
      Referee Stoppage Between Rounds",1,5:00,http://ufcstats.com/fight-details/0e969ae805006d1f
5562,522,"Rich Mitchell",2965,2526,2526,3,F,Featherweight,7,M,KO/TKO,"Punches to Head From Half Guard",1,4:18,http://ufcstats.com/fight-details/f3efc6121c5323ff
5563,522,"Herb Dean",2859,625,625,3,F,Middleweight,10,M,Submission,"D'Arce Choke On Ground",2,1:12,http://ufcstats.com/fight-details/7fd810af30144119
5564,522,"Daniel Movahedi",2980,1997,1997,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/33d2a1dbb8a7fef5
5565,522,"Rich Mitchell",2290,3242,3242,3,F,"Women's Flyweight",2,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/15def71ff1679e06
5566,522,"Daniel Movahedi",3052,3510,3052,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d4c314616eac8f8b
5567,522,"Marc Goddard",1001,308,1001,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7dbf23cb872edc9c
5568,522,"Herb Dean",1815,1627,1815,5,F,Featherweight,7,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/abeaae1a64934178
5569,523,"Rich Mitchell",1078,3502,3502,3,F,Heavyweight,12,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/147e31abbe3927d0
5570,523,"Daniel Movahedi",2966,3717,3717,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ecb24300bb3bef8c
5571,523,"Herb Dean",1325,43,43,3,F,Bantamweight,6,M,Submission,"Triangle Choke From Bottom Guard",1,4:42,http://ufcstats.com/fight-details/b9b0da84b243213f
5572,523,"Daniel Movahedi",1717,1675,1717,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b5f70d0c88f12645
5573,523,"Marc Goddard",947,102,102,3,F,Lightweight,8,M,Submission,"Guillotine Choke From Guard",1,2:25,http://ufcstats.com/fight-details/b76c0b0ed2926737
5574,523,"Daniel Movahedi",823,2557,823,3,F,"Catch Weight",,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bb881d4ee6dfbf86
5575,523,"Herb Dean",908,1625,908,3,F,"Light Heavyweight",11,M,KO/TKO,"Knee to Head At Distance",1,4:15,http://ufcstats.com/fight-details/e5a9f75b1117d848
5576,523,"Marc Goddard",2745,183,183,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ba4485ce4e8e3fe1
5577,523,"Daniel Movahedi",2081,564,2081,3,F,"Women's Flyweight",2,F,Submission,"Kneebar On Ground",1,1:28,http://ufcstats.com/fight-details/c4c379b8f99fea88
5578,523,"Rich Mitchell",874,1122,1122,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e5872dfa5b93fcbb
5579,523,"Herb Dean",1513,1236,1513,3,F,Middleweight,10,M,Submission,"Heel Hook From Bottom Guard",1,1:18,http://ufcstats.com/fight-details/fcfd2e6eed519cb9
5580,523,"Marc Goddard",1102,298,1102,5,T,Flyweight,5,M,Submission,"Rear Naked Choke",1,4:48,http://ufcstats.com/fight-details/4dc5039b21013b3a
5581,524,"Marc Goddard",3965,586,3965,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/67db05bac9165722
5582,524,"Daniel Movahedi",1009,3542,1009,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/87daaa6db4f6940c
5583,524,"Rich Mitchell",710,1850,1850,3,F,"Women's Bantamweight",3,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/54bbc7974df586a1
5584,524,"Herb Dean",388,2834,388,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",2,2:36,http://ufcstats.com/fight-details/88d3b6b833e31712
5585,524,"Marc Goddard",1055,1388,1055,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/32b0e450b11b32fe
5586,524,"Daniel Movahedi",189,680,189,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head At Distance",1,0:45,http://ufcstats.com/fight-details/6cfab1da57d260f4
5587,524,"Herb Dean",3709,1510,3709,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",3,1:30,http://ufcstats.com/fight-details/3b209a2aee014ac2
5588,524,"Rich Mitchell",625,2316,625,3,F,Welterweight,9,M,KO/TKO,"Punches to Head From Mount",1,3:09,http://ufcstats.com/fight-details/573d3a6984cbcd29
5589,524,"Daniel Movahedi",2680,3454,2680,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/58e07add007685f8
5590,524,"Marc Goddard",741,144,741,3,F,"Light Heavyweight",11,M,Submission,"Triangle Choke From Bottom Guard",1,2:06,http://ufcstats.com/fight-details/74dae3d87a99cf5d
5591,524,"Rich Mitchell",1038,3092,1038,3,F,"Women's Strawweight",1,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/5632f2364016e879
5592,524,"",3907,1407,3907,3,F,Heavyweight,12,M,Submission,"Armbar On Ground",1,2:30,http://ufcstats.com/fight-details/f786136e55007e17
5593,524,"Marc Goddard",3147,2621,3147,3,F,"Light Heavyweight",11,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/a3820f1eb82f2ba6
5594,524,"Herb Dean",3923,3674,3923,5,F,Middleweight,10,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/11f715fa5e825e51
5595,525,"Jason Herzog",1013,512,1013,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/76b9a338597fc604
5596,525,"Mark Smith",2511,2200,2200,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6ba9f6a7a9361354
5597,525,"Chris Tognoni",3167,2244,2244,3,F,Bantamweight,6,M,KO/TKO,"Knee to Head At Distance",3,0:57,http://ufcstats.com/fight-details/94b48b98d0292720
5598,525,"Herb Dean",3780,1368,1368,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0b21755eb0897396
5599,525,"Mark Smith",2130,450,2130,3,F,Welterweight,9,M,KO/TKO,"Knee to Head In Clinch",2,4:56,http://ufcstats.com/fight-details/2fb1abeb337e0ccc
